Timestamp,Name for Google Contacts,Which Course do you want to Learn ?,Student Name,Mobile No (Student),Mobile No (Father / Guardian),Student Address,Education Level,From Where Do You Know About Us ?,Presently What Are you Doing ?,Preferred Branch ,Preferred Days,Preferred Batch Time,Faculty,Receipt ID,Email Address,Date of Birth,Date of Admission,Mobile No (Mother / Guardian),Any Other Notes,Education Details,Student Photo,Admission Form Photo,Residential Area,Pincode,Coupons Given?
11/01/2026 11:11:12,Vedant Tembe-Vesu-Video Editing,Video Editing,Vedant Tembe,7770091034,,"D-1156, Notional Nivas, Pandesara",Na,Banner,Student ,Vesu,"Monday, Wednesday, Friday",03:00 To 04:00,Yash Kanodia Sir,310,,09/01/1991,11-01-2026,,,Bcom,https://drive.google.com/open?id=1Q3p2Y3FFGt148w1XlJwLgKLWFeGQgERn,,Pandesara,395001,
16/01/2026 16:28:47,Niyati Dhond-Vesu-Diploma in Web Development,Diploma in Web Development,Niyati Dhond (cancelled) ,8882231745,+155501090,"G-739, Fixture Villa, Parle point",Graduate,Indiamart,Student,Vesu,All Days,05:00 To 06:00,subin sir,311,,,16/01/2026,,,10th completed ,,https://drive.google.com/file/d/1_OP5cO-6v0xwuMCCLClMooVo39IHA-1Y/view?usp=drive_link,Pal,395007,
19/01/2026 9:36:30,Radhika Bapat-Pal-Full Stack Development (m-1),Full Stack Development (m-1),Radhika Bapat ,6660077908,9991154560,"C-456, Specimen Skyline, Varachha",10th completed,Social media,Student,Pal,All Days,01:00 To 02:00,Siddharth Sir,474,radhikabapat6209@example.com,01/02/1992,19/01/2026,8882261099,,BBA,https://drive.google.com/open?id=18k1F8qHt3GcIh-USsnT4pf6kQe_Dv1ZK,https://drive.google.com/file/d/1guwvPzS6JTx2LtdYPFWwhLqqx1JCTgZ1/view?usp=drivesdk,Rander,395006,
27/01/2026 12:00:02,Zeel Jamdar-Pal-Advance Excel,Advance Excel,Zeel Jamdar,8882260114,9991116952,"E-1101, Notional Nivas, Ghodhod road",Graduate,google,Student ,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",01:00 To 02:00,subin sir,476,,,25/01/2026,6660067395,,Graduation ,,https://drive.google.com/file/d/1THQcJC3u6oAzMgW1_dX9IsACu6m0xgjL/view?usp=drive_link,Pandesara,305007,
06/02/2026 13:18:29,Jiya Dhond-Citylight-Advance Excel,Advance Excel,Jiya Dhond (Cancelled),99-91154464,8880045977,"G-591, Sample Heights, Umra",,Walkin,student,Citylight,All Days,05:00 To 06:00,SUBIN SIR,241,jiyadhond9116@example.com,21/07/1986,05/02/2026,,,Bcom,,,Pandesara,305007,
10/02/2026 17:49:52,Pooja Lele-Vesu-Computer Accounting (6 months),Computer Accounting (6 months),Pooja Lele,8882225261,,"E-872, Dummy Darshan, Pandesara",12th,Friend ,Job,Vesu,All Days,06:00 To 07:00,Yash sir,313,poojalele4391@example.com,25/06/1976,09/02/2026,777001458,,Bcom,,https://drive.google.com/file/d/1AgIyvj8Hf201Kev0VXGxezEEId52Y5FW/view?usp=drivesdk,Pal,394210,
10/02/2026 19:33:48,Aarav Ranadive-Pal-Social Media Marketing (DM-2) (with zero module),Social Media Marketing (DM-2) (with zero module),Aarav Ranadive,+919990091911,,,11th ,Walk in,Freelance,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",05:00 To 06:00,Siddharth sir,478,aaravranadive8591@example.com,12/09/1980,10/02/2026,8880053771,,12th commerce,,https://drive.google.com/file/d/1IDQ_yoB5Q3BtG8Xh1y4Xsp9mGWafQ39k/view?usp=drive_link,Althan,395005,
12/02/2026 17:53:31,Tanish Karnik-Pal-C & C++ (6 months),C & C++ (6 months),Tanish Karnik ,6660017906,6660068055,"F-167, Sandbox Sadan, Citylight",Graduate,Reference ,NA,Pal,"Tuesday, Thursday, Saturday",01:00 To 02:00,Yash k,479,,,12/02/2026,+155501022,,12th commerce,,https://drive.google.com/file/d/1c97khqmL8m1OWFGRqjRjHSDH227BQkBw/view?usp=drive_link,Pandesara,395017,
12/02/2026 10:53:41,Lakshya Gokhale-Citylight-11th IP,11th IP,Lakshya Gokhale,9991158546,,"G-496, Stub Sankul, Umra",12th,,NA,Citylight,"Tuesday, Thursday, Saturday",03:00 To 04:00,Yash sir,242,lakshyagokhale8893@example.com,24/08/0094,12/02/2026,,,8th std,,https://drive.google.com/file/d/1_17fgEKZ-MvUHvZ2KPCXI4Nmi35h9z78/view?usp=drive_link,,394510,
17/02/2026 16:21:09,Charvi Limaye-Vesu-Basic Computer Accounting,Basic Computer Accounting,Charvi Limaye,9991138721,8880028245,"G-369, Fixture Villa, New citylight",Bcom,Indiamart,Freelance,Vesu,"Monday, Wednesday, Friday",04:00 To 05:00,Subin Sir,314-1,,03/09/2017,15/02/2026,,,Graduation ,https://drive.google.com/file/d/1-P2O0NJ3EqKB_iWCrSzotFsASyi4QxDI/view?usp=drivesdk,,Katargam,394210,
19/02/2026 18:13:05,Namra Sahasrabuddhe-Citylight-Kids Course (module 2 & 3),Kids Course (module 2 & 3),Namra Sahasrabuddhe,+8188800423745,7770039655,"F-563, Dummy Darshan, Ghodhod road",Post Graduation,Social Media ,Student ,Citylight,All Days,01:00 To 02:00,subin sir,243,namrasahasrabuddhe9031@example.com,,19/02/2026,,,8th std,,,Piplod,395005,
19/02/2026 13:04:59,Manan Inamdar-Pal-UI & UX DEVELOPMENT,UI & UX DEVELOPMENT,Manan Inamdar,9990076248,,"F-928, Fixture Villa, Piplod",Graduation ,NA,student,Pal,All Days,02:00 To 03:00,Siddharth Sir,316,,13/02/1996,19/02/2026,8880051777,,8th std,,https://drive.google.com/file/d/1WhAEP7tGChdZWD1rKy7LOeOcY6jDr_Y4/view?usp=drive_link,Citylight,0194520,
09/03/2026 19:53:14,Kavya Dandekar-Citylight-PYTHON OOP,PYTHON OOP,Kavya Dandekar,7770088314,,"B-981, Notional Nivas, Rander",12th completed ,Indiamart,Other ,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",07:00 To 08:00,Mansi mam,246,kavyadandekar7970@example.com,26/01/1992,09/03/2026,,,BBA,,https://drive.google.com/open?id=1G7v9WrUH2IaegDDuT3kAQQAbDyph8sIa,Bhatar,39500,
20/03/2026 17:42:54,Ishan Sathaye-Pal-Professional Office & Generative AI Essentials module 2,Professional Office & Generative AI Essentials module 2,Ishan Sathaye,9991141116,7770000460,,Diploma,Old Students,Teacher,Pal,"Monday, Wednesday, Friday","11:00 To 12:00, 11:00 To 12:00",Trusha Mam,481,ishansathaye4697@example.com,15/09/2010,20/03/2026,,,BBA,https://drive.google.com/file/d/1t6kFeItcatwJJ0TxHxZMtHwo_JFSI6X4/view?usp=drivesdk,https://drive.google.com/open?id=1CO8G4p6_KlqVj9rfThKKwvsODx9qDuCA,Rander,395005,
29/03/2026 12:01:53,Jainam Bhide-Pal-Canva module 2,Canva module 2,Jainam Bhide,6660047369,,"G-846, Example Estate, Pal",NA,Friends,Business / Job,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",10:00 To 11:00,Vansh Sir,483,jainambhide3680@example.com,25/02/1986,29/03/2026,9990049094,,10th completed ,,,Udhna,395006,
01/04/2026 11:26:12,Naisha Kelkar-Citylight-Adv. Cert. in Data Analytics & Data Science,Adv. Cert. in Data Analytics & Data Science,Naisha Kelkar,7770034959,,"C-633, Notional Nivas, Citylight",Post Graduation,Friends,Business / Job,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",02:00 To 03:00,Trusha Mam,248,,17/11/1975,30/03/2026,,,10th completed ,,,Pal,0194520,
05/04/2026 17:20:39,Riddhi Inamdar-Pal-Ecommerce Developer & SEO Specialist Program (Online),Ecommerce Developer & SEO Specialist Program (Online),Riddhi Inamdar,7770061689,9991157160,,12th Standard,Others,Other ,Pal,"Monday, Wednesday, Friday",11:00 To 12:00,Vansh Sir,320,,,05/04/2026,9991166981,Fastrack,Graduation ,,,Katargam,0194520,
09/04/2026 12:36:22,Jainam Jamdar-Pal-Advanced Excel,Advanced Excel,Jainam Jamdar,6660098104,,"E-1140, Stub Sankul, Piplod",10th Standard,Online (Google / Social Media),Business,Pal,"Monday, Wednesday, Friday",03:00 To 04:00,Yash Sir,484,,,09/04/2026,9991153532,,8th std,,https://drive.google.com/open?id=1RPcV5ErTbEGGN9TuXJL_DC6ClY_JgGpb,Bhatar,,
15/04/2026 9:45:35,Tanish Joglekar-Vesu-12th computer science,12th computer science,Tanish Joglekar,9991123712,8880043904,"B-492, Example Estate, Adajan",Graduation,Google/Social Media,student,Vesu,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",03:00 To 04:00,Trusha Mam,321 & 322,tanishjoglekar3356@example.com,,14/04/2026,,,10th completed ,,,Citylight,395001,
15/04/2026 11:18:29,Riddhi Phadke-Citylight-advanced excel & power bi,advanced excel & power bi,Riddhi Phadke,8882298393,8880051477,"E-679, Trial Towers, Piplod",12th Standard,Friends,Housewife ,Citylight,All Days,07:00 To 08:00,Yash sir,250,,18/04/2007,15/04/2026,,,Graduation ,,,Pandesara,394510,
20/04/2026 15:50:01,Bhavya Paranjape-Citylight-Social Media Content & Ad Architect,Social Media Content & Ad Architect,Bhavya Paranjape,8882209985,9990078411,"B-160, Placeholder Palace, Udhna",11th Grade,Google/Social Media,Student ,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",10:00 To 11:00,subin sir,251,bhavyaparanjape8540@example.com,18/11/0074,18/04/2026,8880014301,Fastrack,Graduation ,https://drive.google.com/file/d/1xjDA7D7BLrTHtSq2-PwukVHqy6BZOa4S/view?usp=drive_link,https://drive.google.com/open?id=14QLkyszlYpNRpcRMg0-O_42WYeeNQN0z,,39500,
24/04/2026 9:08:49,Priya Hardikar-Citylight-Agentic AI & Automation Specialist,Agentic AI & Automation Specialist,Priya Hardikar,9991112168,,"G-315, Fixture Villa, Katargam",Graduation,Google/Social Media,,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",12:00 To 01:00,Subin Sir,252,priyahardikar3160@example.com,19/06/2002,23/04/2026,,,10th completed ,,https://drive.google.com/open?id=18SoDjDDBEu-RmBuBMyBKtmtnvqtk7iR7,Parle point,395017,
01/05/2026 19:13:16,Yashvi Lele-Pal-Ecommerce Developer & SEO Specialist Program,Ecommerce Developer & SEO Specialist Program,Yashvi Lele,8882278874,,,In School,Others,Housewife,Pal,"Tuesday, Thursday, Saturday",06:00 To 07:00,vansh sir,486,yashvilele4117@example.com,,01/05/2026,,,12th commerce,,https://drive.google.com/open?id=1G9DARDidpTNJiOVI9eq0s0qFRz-3lHPz,Udhna,395006,
02/05/2026 20:44:46,Siddhi Ubhaykar-Pal-Advanced Graphic Designing (6 months),Advanced Graphic Designing (6 months),Siddhi Ubhaykar,77700904500,8880047374,"B-485, Specimen Skyline, Umra",10th Standard,Hoarding / Banners / Walk ins,NA,Pal,"Tuesday, Thursday, Saturday",10:00 To 11:00,Yash Sir,487,siddhiubhaykar5260@example.com,,02/05/2026,777002928,,BBA,https://drive.google.com/file/d/1gGa2Gn4QX5u5GVmYJz8fhoIqVTC_-4X7/view?usp=drive_link,https://drive.google.com/file/d/1FOIsZuFbAg-M8AwOW7lD5YbdlJKrAN7w/view?usp=drivesdk,Ghodhod road,,
04/05/2026 11:36:55,Mahek Ranadive-Vesu-Advanced Data Analytics,Advanced Data Analytics,Ranadive Mahek,6660085812,,"G-803, Specimen Skyline, Piplod",5th,NA,Business / Job,Vesu,All Days,06:00 To 07:00,Mansi mam,322,,13/05/1991,04/05/2026,7770085026,,BBA,https://drive.google.com/file/d/1IqiKDqjoQKdqxro4p1iirWFMh4EKUpIx/view?usp=drivesdk,,Umra,395005,
08/05/2026 18:54:33,Tirth Tembe-Pal-Advanced Data Analytics,Advanced Data Analytics,TIRTH TEMBE,7770030231,99-91161252,"F-1068, Example Estate, Citylight",5th,NA,Business,Pal,"Monday, Wednesday, Friday",03:00 To 04:00,Yash Sir,489,,,07/05/2026,9990036531,,10th completed ,,,Varachha,395005,
20/05/2026 15:56:16,Tirth Tembe-Pal-Tally Prime with GST,Tally Prime with GST,tirth tembe ,7770030231,9991161252,"F-1068, Example Estate, Citylight",Post Graduation,Online (Google / Social Media),Job,Pal,"Monday, Wednesday, Friday",11:00 To 12:00,Yash sir,491,,,20/05/2026,9990036531,,8th std,,https://drive.google.com/open?id=1P7XhHGMJZioCzEA36YGICCgxiBdf1qeZ,Varachha,395005,Yes
22/05/2026 15:18:30,Jiya Sahasrabuddhe-Citylight-Advanced Certificate in Data Analytics & Data Science,Advanced Certificate in Data Analytics & Data Science,Jiya Sahasrabuddhe,6660007654,,"A-1119, Faux Fortune, Vesu",In college,Hoarding / Banners / Walk ins,Job,Citylight,"Tuesday, Thursday, Saturday",10:00 To 11:00,Mansi Mam,254,jiyasahasrabuddhe2722@example.com,13/04/2016,22/05/2026,,,10th completed ,https://drive.google.com/file/d/1iHBBeNdbkN8lfxrUy5hV2X8iwSdRxK9D/view?usp=drivesdk,https://drive.google.com/open?id=11WQZ_xBk_cG2ywCfpIE_NMeNvyPm9Crd,Umra,395009,Yes
23/05/2026 12:40:33,Raghav Nadkarni-Citylight-Professional Office & Generative AI Essentials,Professional Office & Generative AI Essentials,Raghav Nadkarni,88-80027969,6660034248,"G-1045, Example Estate, Citylight",Graduation,Online (Google / Social Media),Freelance,Citylight,"Monday, Wednesday, Friday",10:00 To 11:00,Yash Sir,256,raghavnadkarni5272@example.com,,23/05/2026,6660043458,,10th completed ,,https://drive.google.com/file/d/1RicRysxINZJCZO3jh7pcYz6U9KTB3x_5/view?usp=drivesdk,,394210,Yes
25/05/2026 16:50:19,Tanish Lele-Citylight-ECOMMERCE DEVELOPER & SEO SPECIALIST PROGRAM,ECOMMERCE DEVELOPER & SEO SPECIALIST PROGRAM,Tanish Lele ,7770005129,8880031866,"G-879, Trial Towers, Udhna",Post Graduation,Old Students,Student ,Citylight,All Days,05:00 To 06:00,Siddharth sir,257,tanishlele2407@example.com,07/09/2006,25/05/2026,,,,https://drive.google.com/file/d/1CCyNfUkC_sVAy5j0m6WZmjLnsk6nB2E3/view?usp=drive_link,https://drive.google.com/file/d/1ebLLnFisM_gnUH0E4r4oCxmsRWPVpbxj/view?usp=drivesdk,Varachha,395009,Yes
05/06/2026 18:52:20,Aarav Jamdar-Citylight-Social Media Content & Ad Architect,Social Media Content & Ad Architect,Aarav Jamdar ,9991182813,9991110841,"C-595, Trial Towers, Umra",5th,NA,student,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",03:00 To 04:00,Mansi Mam,325,,03/08/2016,04/06/2026,6660018337,,10th completed ,,https://drive.google.com/file/d/11C1RMxI5AI8CakowxDRDLzynsGxziVp6/view?usp=drivesdk,Bhatar,395009,No
04/06/2026 20:23:34,Urvi Mahabal-Vesu-Tally Prime with GST,Tally Prime with GST,URVI MAHABAL,6660081904,8880085548,"F-1172, Specimen Skyline, Katargam",In School,Google/Social Media,Business,Vesu,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",11:00 To 12:00,vansh sir,327,urvimahabal4862@example.com,09/03/2006,04/06/2026,,,BBA,,,Palanpur,395017,Yes
06/06/2026 16:41:26,Mihir Bapat-Vesu-Computer Basics & Generative AI Foundation,Computer Basics & Generative AI Foundation,Mihir Bapat ,888007230,,"A-772, Demo Enclave, Udhna",12th Standard,Hoarding / Banners / Walk ins,student,Vesu,"Monday, Wednesday, Friday",05:00 To 06:00,Vansh Sir,258,mihirbapat3403@example.com,17/05/0098,05/06/2026,,,10th completed ,,https://drive.google.com/file/d/1p1B2lvXCZY9_VLe6Mtol_BLMbPGFTSSK/view?usp=drive_link,Katargam,,Yes
08/06/2026 10:48:39,Vedant Chandorkar-Pal-BUSINESS ANALYTICS,BUSINESS ANALYTICS,Vedant Chandorkar,8882221840,9990000411,"G-188, Demo Enclave, Umra",In School,Others,Housewife ,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",01:00 To 02:00,Trusha mam,492,vedantchandorkar2883@example.com,03/01/2008,08/06/2026,,,,https://drive.google.com/file/d/1qCwUt-_MpjaodBZ0XKOB-Bxxs2R8IAQu/view?usp=drive_link,https://drive.google.com/file/d/1LaddkMkAeXyc7mkU5g3rC1nOVCoRu9ve/view?usp=drivesdk,Rander,394210,Yes
09/06/2026 13:10:50,Pooja Lele-Citylight-Basic Graphic Designing,Basic Graphic Designing,Pooja Lele,8882225261,,"E-872, Dummy Darshan, Pandesara",Graduation,Friends,NA,Citylight,"Monday, Wednesday, Friday",03:00 To 04:00,Subin sir,260,poojalele4391@example.com,,08/06/2026,7770014583,,BBA,,https://drive.google.com/file/d/1qEUt2Xqnvaz0gIE5AZlzZydU6c78QI9_/view?usp=drive_link,Pal,394210,No
13/06/2026 12:41:05,,AI & DATA SCIENCE PROFESSIONAL,Kavya Chandorkar,9991174417,7770081479,"C-264, Faux Fortune, Vesu",Graduation,Online (Google / Social Media),Job,Vesu,"Tuesday, Thursday, Saturday",05:00 To 06:00,Trusha mam,329,kavyachandorkar4934@example.com,,12/06/2026,,,8th std,https://drive.google.com/file/d/18f0KU3BRMkW_WEn9UhW1EGgkIjkR8_aQ/view?usp=drive_link,https://drive.google.com/file/d/1vmnPOVd5NbQ8gRN1lWpR0YTCGxVyNVEv/view?usp=drivesdk,Rander,394210,Yes
19/06/2026 17:28:49,,Canva,Vihaan Sahasrabuddhe,8882256692,,"G-141, Testvan Residency, Palanpur",Graduation,Friends,Business,Pal,"Monday, Wednesday, Friday",10:00 To 11:00,Mansi mam,493,vihaansahasrabuddhe9254@example.con,,18/06/2026,9990013537,60+,12th commerce,,https://drive.google.com/file/d/1ewNh3TUBjd8IXX9NlRRtCFvxiI2-tCxv/view?usp=drivesdk,Ghodhod road,395017,No
18/06/2026 12:08:33,,Canva,Niyati Marathe,9990050279,9990080637,"B-1067, Proxy Paradise, Katargam",Diploma,Hoarding / Banners / Walk ins,Business,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",07:00 To 08:00,Siddharth Sir,262,,,18/06/2026,,,8th std,https://drive.google.com/file/d/1k6Lbo_k32sAqpFWGMj7uu9JohW3wp5Pj/view?usp=drive_link,,Jahangirpura,395017,Yes
21/06/2026 11:34:04,,Professional Office & Generative AI Essentials,Lakshya Gokhale,9991158546,,"G-496, Stub Sankul, Umra",10th Standard,Google/Social Media,Housewife ,Vesu,"Tuesday, Thursday, Saturday",01:00 To 02:00,Subin sir,331,lakshyagokhale8893@example.com,24/08/1994,,,,12th commerce,https://drive.google.com/file/d/1NpB_MSFKRw1KFAq-EX_PlfoWyEFbKDa8/view?usp=drivesdk,,,394510,No
23/06/2026 15:39:10,,Social Media Content & Ad Architect,Hetvi Gokhale,8882227279,9991120178,"C-938, Synthetic Square, Althan",In School,Online (Google / Social Media),Student ,Vesu,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",04:00 To 05:00,Siddharth Sir,"332,333",hetvigokhale2273@example.com,09/03/2016,23/06/2026,8880068531,,Bcom,https://drive.google.com/file/d/1F-Mjw4fhx0zEtkx5AFDibQdWrrI-qDGn/view?usp=drive_link,,Jahangirpura,39500,No
30/06/2026 11:35:32,,Advanced Excel & Power BI,Niyati Marathe,9990050279,9990080637,"B-1067, Proxy Paradise, Katargam",Graduation,Others,Freelance,Vesu,"Monday, Wednesday, Friday",06:00 To 07:00,Siddharth Sir,333,,,30/06/2026,,,12th commerce,https://drive.google.com/open?id=1QliF3dIuba2_1bCUqv6CjJ9JMiwVHwYZ,,Jahangirpura,395017,No
08/07/2026 11:05:42,,Tally Prime with GST ,Shreya Ranadive (cancelled),999110223,8882246232,"G-1164, Trial Towers, Parle point",Graduation,Online (Google / Social Media),NA,Citylight,"Tuesday, Thursday, Saturday",03:00 To 04:00,Siddharth sir,264,,,06/07/2026,,,Bcom,https://drive.google.com/file/d/1ElpeQ4hHkLbtghUromHsD6obmpOimAGK/view?usp=drivesdk,https://drive.google.com/file/d/1iEPIeLfKi9srp5IOxlmmjbhzB6YKx5hF/view?usp=drive_link,Bhatar,394210,No
08/07/2026 18:48:19,,Advanced Certificate in Data Analytics & Data Science,Zeel Vartak ,8882289641,09991174716,"G-1044, Synthetic Square, Citylight",Graduation,Online (Google / Social Media),,Citylight,All Days,12:00 To 01:00,Siddharth Sir,265,zeelvartak7920@example.com,16/08/1991,08/07/2026,,,,https://drive.google.com/file/d/11GsXkBuiPmfa6s7zczlPzAuB4HVBQVxE/view?usp=drivesdk,,Pal,395005,No
11/07/2026 16:07:27,,tally prime with gst,Kavya Inamdar,8882218327,9991164842,"F-988, Specimen Skyline, Bhatar",10th Standard,NA,student,Vesu,All Days,07:00 To 08:00,Siddharth sir,334,,11/12/1994,11/07/2026,,,12th commerce,,,Adajan,395001,Yes
16/07/2026 10:57:58,,ADVANCED EXCEL,Nene Rudra,9991159261,9991110624,"F-182, Synthetic Square, Pandesara",Diploma,Old Students,Other ,Pal,"Monday, Wednesday, Friday",10:00 To 11:00,Subin Sir,494,rudranene7224@example.com,,14/07/2026,,,,https://drive.google.com/file/d/1-0pv-MkZAwpJwt2MMxw6pAGRW-jSSMsd/view?usp=drivesdk,,Pandesara,395017,Yes
25/07/2026 16:00:39,,advanced excel,Priya Ranadive,8882238616,9991188583,"C-592, Dummy Darshan, Parle point",In college,Others,Business,Citylight,All Days,"03:00 To 04:00, 03:00 To 04:00",Yash Kanodia Sir,267,,19/06/1987,25/07/2026,8882234977,,8th std,https://drive.google.com/file/d/16tB8j4-Wb-32B6YH42oKlXl9JxXD5w4D/view?usp=drivesdk,https://drive.google.com/open?id=1N2cJYufzWak78TJfZoY7ZPR3gXMsVOm_,Piplod,395017,No
30/07/2026 20:30:05,,Canva,Anish Deolekar (admission Cenceled),8880084127,,"A-1078, Example Estate, Citylight",In School,Others,,Pal,"Tuesday, Thursday, Saturday",07:00 To 08:00,Mansi Mam,336,anishdeolekar3404@example.com,09/01/1973,30/07/2026,,,BBA,,https://drive.google.com/file/d/1MgjZOKx6HXIXoSKlFdX0ufKTcrqQ8YmV/view?usp=drive_link,Palanpur,395001,No
